pgeom	statmean	pval	qval	setsize	exp1
GO0005811 lipid droplet	NA	NA	NA	NA	3	NA
GO0005814 centriole	NA	NA	NA	NA	3	NA
GO0005818 aster	NA	NA	NA	NA	0	NA
GO0005819 spindle	NA	NA	NA	NA	8	NA
GO0005826 actomyosin contractile ring	NA	NA	NA	NA	1	NA
GO0005827 polar microtubule	NA	NA	NA	NA	1	NA
GO0005828 kinetochore microtubule	NA	NA	NA	NA	0	NA
GO0005832 chaperonin-containing T-complex	NA	NA	NA	NA	0	NA
GO0005833 hemoglobin complex	NA	NA	NA	NA	1	NA
GO0005834 heterotrimeric G-protein complex	NA	NA	NA	NA	1	NA
GO0005838 proteasome regulatory particle	NA	NA	NA	NA	0	NA
GO0005839 proteasome core complex	NA	NA	NA	NA	0	NA
GO0005840 ribosome	NA	NA	NA	NA	3	NA
GO0005846 nuclear cap binding complex	NA	NA	NA	NA	0	NA
GO0005847 mRNA cleavage and polyadenylation specificity factor complex	NA	NA	NA	NA	0	NA
GO0005848 mRNA cleavage stimulating factor complex	NA	NA	NA	NA	0	NA
GO0005849 mRNA cleavage factor complex	NA	NA	NA	NA	0	NA
GO0005850 eukaryotic translation initiation factor 2 complex	NA	NA	NA	NA	0	NA
GO0005851 eukaryotic translation initiation factor 2B complex	NA	NA	NA	NA	0	NA
GO0005852 eukaryotic translation initiation factor 3 complex	NA	NA	NA	NA	2	NA
GO0005853 eukaryotic translation elongation factor 1 complex	NA	NA	NA	NA	0	NA
GO0005854 nascent polypeptide-associated complex	NA	NA	NA	NA	0	NA
GO0005858 axonemal dynein complex	NA	NA	NA	NA	0	NA
GO0005859 muscle myosin complex	NA	NA	NA	NA	0	NA
GO0005861 troponin complex	NA	NA	NA	NA	0	NA
GO0005862 muscle thin filament tropomyosin	NA	NA	NA	NA	0	NA
GO0005863 striated muscle myosin thick filament	NA	NA	NA	NA	0	NA
GO0005865 striated muscle thin filament	NA	NA	NA	NA	0	NA
GO0005868 cytoplasmic dynein complex	NA	NA	NA	NA	0	NA
GO0005869 dynactin complex	NA	NA	NA	NA	0	NA
GO0005871 kinesin complex	NA	NA	NA	NA	0	NA
GO0005873 plus-end kinesin complex	NA	NA	NA	NA	0	NA
GO0005874 microtubule	NA	NA	NA	NA	6	NA
GO0005875 microtubule associated complex	NA	NA	NA	NA	0	NA
GO0005876 spindle microtubule	NA	NA	NA	NA	1	NA
GO0005879 axonemal microtubule	NA	NA	NA	NA	0	NA
GO0005880 nuclear microtubule	NA	NA	NA	NA	0	NA
GO0005881 cytoplasmic microtubule	NA	NA	NA	NA	1	NA
GO0005882 intermediate filament	NA	NA	NA	NA	1	NA
GO0005883 neurofilament	NA	NA	NA	NA	1	NA
GO0005884 actin filament	NA	NA	NA	NA	4	NA
GO0005885 Arp2/3 protein complex	NA	NA	NA	NA	0	NA
GO0005889 potassiumproton exchanging ATPase complex	NA	NA	NA	NA	0	NA
GO0005890 sodiumpotassium-exchanging ATPase complex	NA	NA	NA	NA	0	NA
GO0005891 voltage-gated calcium channel complex	NA	NA	NA	NA	2	NA
GO0005892 acetylcholine-gated channel complex	NA	NA	NA	NA	0	NA
GO0005893 interleukin-2 receptor complex	NA	NA	NA	NA	0	NA
GO0005895 interleukin-5 receptor complex	NA	NA	NA	NA	0	NA
GO0005896 interleukin-6 receptor complex	NA	NA	NA	NA	0	NA
GO0005898 interleukin-13 receptor complex	NA	NA	NA	NA	0	NA
GO0005899 insulin receptor complex	NA	NA	NA	NA	0	NA
GO0005900 oncostatin-M receptor complex	NA	NA	NA	NA	0	NA
GO0005901 caveola	NA	NA	NA	NA	2	NA
GO0005902 microvillus	NA	NA	NA	NA	1	NA
GO0005903 brush border	NA	NA	NA	NA	1	NA
GO0005905 clathrin-coated pit	NA	NA	NA	NA	1	NA
GO0005911 cell-cell junction	NA	NA	NA	NA	8	NA
GO0005912 adherens junction	NA	NA	NA	NA	3	NA
GO0005914 spot adherens junction	NA	NA	NA	NA	0	NA
GO0005915 zonula adherens	NA	NA	NA	NA	0	NA
GO0005916 fascia adherens	NA	NA	NA	NA	0	NA
GO0005921 gap junction	NA	NA	NA	NA	2	NA
GO0005922 connexin complex	NA	NA	NA	NA	0	NA
GO0005923 bicellular tight junction	NA	NA	NA	NA	2	NA
GO0005925 focal adhesion	NA	NA	NA	NA	8	NA
GO0005927 muscle tendon junction	NA	NA	NA	NA	0	NA
GO0005929 cilium	NA	NA	NA	NA	8	NA
GO0005930 axoneme	NA	NA	NA	NA	0	NA
GO0005938 cell cortex	NA	NA	NA	NA	6	NA
GO0005940 septin ring	NA	NA	NA	NA	2	NA
GO0005942 phosphatidylinositol 3-kinase complex	NA	NA	NA	NA	0	NA
GO0005943 phosphatidylinositol 3-kinase complex, class IA	NA	NA	NA	NA	0	NA
GO0005944 phosphatidylinositol 3-kinase complex, class IB	NA	NA	NA	NA	0	NA
GO0005945 6-phosphofructokinase complex	NA	NA	NA	NA	0	NA
GO0005947 mitochondrial alpha-ketoglutarate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0005948 acetolactate synthase complex	NA	NA	NA	NA	0	NA
GO0005952 cAMP-dependent protein kinase complex	NA	NA	NA	NA	0	NA
GO0005953 CAAX-protein geranylgeranyltransferase complex	NA	NA	NA	NA	0	NA
GO0005954 calcium- and calmodulin-dependent protein kinase complex	NA	NA	NA	NA	0	NA
GO0005955 calcineurin complex	NA	NA	NA	NA	0	NA
GO0005956 protein kinase CK2 complex	NA	NA	NA	NA	0	NA
GO0005958 DNA-dependent protein kinase-DNA ligase 4 complex	NA	NA	NA	NA	1	NA
GO0005960 glycine cleavage complex	NA	NA	NA	NA	0	NA
GO0005962 mitochondrial isocitrate dehydrogenase complex (NAD+)	NA	NA	NA	NA	0	NA
GO0005964 phosphorylase kinase complex	NA	NA	NA	NA	0	NA
GO0005965 protein farnesyltransferase complex	NA	NA	NA	NA	0	NA
GO0005967 mitochondrial pyruvate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0005968 Rab-protein geranylgeranyltransferase complex	NA	NA	NA	NA	0	NA
GO0005969 serine-pyruvate aminotransferase complex	NA	NA	NA	NA	0	NA
GO0005971 ribonucleoside-diphosphate reductase complex	NA	NA	NA	NA	0	NA
GO0008021 synaptic vesicle	NA	NA	NA	NA	5	NA
GO0008023 transcription elongation factor complex	NA	NA	NA	NA	0	NA
GO0008024 cyclin/CDK positive transcription elongation factor complex	NA	NA	NA	NA	0	NA
GO0008043 intracellular ferritin complex	NA	NA	NA	NA	0	NA
GO0008074 guanylate cyclase complex, soluble	NA	NA	NA	NA	0	NA
GO0008076 voltage-gated potassium channel complex	NA	NA	NA	NA	1	NA
GO0008091 spectrin	NA	NA	NA	NA	0	NA
GO0008180 COP9 signalosome	NA	NA	NA	NA	1	NA
GO0008247 1-alkyl-2-acetylglycerophosphocholine esterase complex	NA	NA	NA	NA	0	NA
GO0008250 oligosaccharyltransferase complex	NA	NA	NA	NA	0	NA
GO0008275 gamma-tubulin small complex	NA	NA	NA	NA	0	NA
GO0008278 cohesin complex	NA	NA	NA	NA	0	NA
GO0008282 inward rectifying potassium channel	NA	NA	NA	NA	0	NA
GO0008287 protein serine/threonine phosphatase complex	NA	NA	NA	NA	0	NA
GO0008290 F-actin capping protein complex	NA	NA	NA	NA	0	NA
GO0008303 caspase complex	NA	NA	NA	NA	0	NA
GO0008305 integrin complex	NA	NA	NA	NA	0	NA
GO0008328 ionotropic glutamate receptor complex	NA	NA	NA	NA	2	NA
GO0008352 katanin complex	NA	NA	NA	NA	0	NA
GO0008385 IkappaB kinase complex	NA	NA	NA	NA	0	NA
GO0008537 proteasome activator complex	NA	NA	NA	NA	0	NA
GO0008540 proteasome regulatory particle, base subcomplex	NA	NA	NA	NA	0	NA
GO0008541 proteasome regulatory particle, lid subcomplex	NA	NA	NA	NA	0	NA
GO0008622 epsilon DNA polymerase complex	NA	NA	NA	NA	0	NA
GO0008623 CHRAC	NA	NA	NA	NA	0	NA
GO0009295 nucleoid	NA	NA	NA	NA	0	NA
GO0009328 phenylalanine-tRNA ligase complex	NA	NA	NA	NA	0	NA
GO0009330 DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	NA	NA	NA	NA	0	NA
GO0009331 glycerol-3-phosphate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0009353 mitochondrial oxoglutarate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0009360 DNA polymerase III complex	NA	NA	NA	NA	0	NA
GO0009361 succinate-CoA ligase complex (ADP-forming)	NA	NA	NA	NA	0	NA
GO0009368 endopeptidase Clp complex	NA	NA	NA	NA	0	NA
GO0009841 mitochondrial endopeptidase Clp complex	NA	NA	NA	NA	0	NA
GO0009897 external side of plasma membrane	NA	NA	NA	NA	3	NA
GO0009898 cytoplasmic side of plasma membrane	NA	NA	NA	NA	2	NA
GO0009923 fatty acid elongase complex	NA	NA	NA	NA	0	NA
GO0009925 basal plasma membrane	NA	NA	NA	NA	2	NA
GO0009986 cell surface	NA	NA	NA	NA	5	NA
GO0010008 endosome membrane	NA	NA	NA	NA	5	NA
GO0010009 cytoplasmic side of endosome membrane	NA	NA	NA	NA	0	NA
GO0010369 chromocenter	NA	NA	NA	NA	0	NA
GO0010370 perinucleolar chromocenter	NA	NA	NA	NA	0	NA
GO0010494 cytoplasmic stress granule	NA	NA	NA	NA	0	NA
GO0012507 ER to Golgi transport vesicle membrane	NA	NA	NA	NA	1	NA
GO0012510 trans-Golgi network transport vesicle membrane	NA	NA	NA	NA	2	NA
GO0014069 postsynaptic density	NA	NA	NA	NA	9	NA
GO0014701 junctional sarcoplasmic reticulum membrane	NA	NA	NA	NA	0	NA
GO0014704 intercalated disc	NA	NA	NA	NA	1	NA
GO0014705 C zone	NA	NA	NA	NA	0	NA
GO0014731 spectrin-associated cytoskeleton	NA	NA	NA	NA	0	NA
GO0014801 longitudinal sarcoplasmic reticulum	NA	NA	NA	NA	0	NA
GO0014802 terminal cisterna	NA	NA	NA	NA	0	NA
GO0014804 terminal cisterna lumen	NA	NA	NA	NA	0	NA
GO0015030 Cajal body	NA	NA	NA	NA	1	NA
GO0015934 large ribosomal subunit	NA	NA	NA	NA	2	NA
GO0015935 small ribosomal subunit	NA	NA	NA	NA	0	NA
GO0016010 dystrophin-associated glycoprotein complex	NA	NA	NA	NA	0	NA
GO0016011 dystroglycan complex	NA	NA	NA	NA	0	NA
GO0016012 sarcoglycan complex	NA	NA	NA	NA	0	NA
GO0016013 syntrophin complex	NA	NA	NA	NA	0	NA
GO0016035 zeta DNA polymerase complex	NA	NA	NA	NA	0	NA
GO0016222 procollagen-proline 4-dioxygenase complex	NA	NA	NA	NA	0	NA
GO0016234 inclusion body	NA	NA	NA	NA	3	NA
GO0016235 aggresome	NA	NA	NA	NA	0	NA
GO0016272 prefoldin complex	NA	NA	NA	NA	0	NA
GO0016281 eukaryotic translation initiation factor 4F complex	NA	NA	NA	NA	0	NA
GO0016282 eukaryotic 43S preinitiation complex	NA	NA	NA	NA	2	NA
GO0016323 basolateral plasma membrane	NA	NA	NA	NA	2	NA
GO0016324 apical plasma membrane	NA	NA	NA	NA	1	NA
GO0016327 apicolateral plasma membrane	NA	NA	NA	NA	1	NA
GO0016328 lateral plasma membrane	NA	NA	NA	NA	1	NA
GO0016342 catenin complex	NA	NA	NA	NA	0	NA
GO0016363 nuclear matrix	NA	NA	NA	NA	2	NA
GO0016442 RISC complex	NA	NA	NA	NA	1	NA
GO0016459 myosin complex	NA	NA	NA	NA	2	NA
GO0016460 myosin II complex	NA	NA	NA	NA	2	NA
GO0016461 unconventional myosin complex	NA	NA	NA	NA	1	NA
GO0016469 proton-transporting two-sector ATPase complex	NA	NA	NA	NA	1	NA
GO0016471 vacuolar proton-transporting V-type ATPase complex	NA	NA	NA	NA	1	NA
GO0016507 mitochondrial fatty acid beta-oxidation multienzyme complex	NA	NA	NA	NA	0	NA
GO0016513 core-binding factor complex	NA	NA	NA	NA	0	NA
GO0016514 SWI/SNF complex	NA	NA	NA	NA	1	NA
GO0016528 sarcoplasm	NA	NA	NA	NA	0	NA
GO0016529 sarcoplasmic reticulum	NA	NA	NA	NA	0	NA
GO0016533 protein kinase 5 complex	NA	NA	NA	NA	0	NA
GO0016581 NuRD complex	NA	NA	NA	NA	0	NA
GO0016586 RSC-type complex	NA	NA	NA	NA	1	NA
GO0016589 NURF complex	NA	NA	NA	NA	1	NA
GO0016590 ACF complex	NA	NA	NA	NA	0	NA
GO0016591 RNA polymerase II, holoenzyme	NA	NA	NA	NA	1	NA
GO0016592 mediator complex	NA	NA	NA	NA	0	NA
GO0016593 Cdc73/Paf1 complex	NA	NA	NA	NA	0	NA
GO0016600 flotillin complex	NA	NA	NA	NA	0	NA
GO0016602 CCAAT-binding factor complex	NA	NA	NA	NA	0	NA
GO0016605 PML body	NA	NA	NA	NA	3	NA
GO0016607 nuclear speck	NA	NA	NA	NA	7	NA
GO0016914 follicle-stimulating hormone complex	NA	NA	NA	NA	0	NA
GO0016935 glycine-gated chloride channel complex	NA	NA	NA	NA	0	NA
GO0016938 kinesin I complex	NA	NA	NA	NA	0	NA
GO0016939 kinesin II complex	NA	NA	NA	NA	0	NA
GO0016942 insulin-like growth factor binding protein complex	NA	NA	NA	NA	0	NA
GO0017053 transcription repressor complex	NA	NA	NA	NA	0	NA
GO0017054 negative cofactor 2 complex	NA	NA	NA	NA	0	NA
GO0017059 serine C-palmitoyltransferase complex	NA	NA	NA	NA	0	NA
GO0017071 intracellular cyclic nucleotide activated cation channel complex	NA	NA	NA	NA	0	NA
GO0017087 mitochondrial processing peptidase complex	NA	NA	NA	NA	0	NA
GO0017090 meprin A complex	NA	NA	NA	NA	0	NA
GO0017101 aminoacyl-tRNA synthetase multienzyme complex	NA	NA	NA	NA	0	NA
GO0017109 glutamate-cysteine ligase complex	NA	NA	NA	NA	0	NA
GO0017119 Golgi transport complex	NA	NA	NA	NA	0	NA
GO0017122 protein N-acetylglucosaminyltransferase complex	NA	NA	NA	NA	0	NA
GO0017146 NMDA selective glutamate receptor complex	NA	NA	NA	NA	0	NA
GO0017177 glucosidase II complex	NA	NA	NA	NA	0	NA
GO0018444 translation release factor complex	NA	NA	NA	NA	0	NA
GO0018995 host cellular component	NA	NA	NA	NA	0	NA
GO0019005 SCF ubiquitin ligase complex	NA	NA	NA	NA	1	NA
GO0019008 molybdopterin synthase complex	NA	NA	NA	NA	0	NA
GO0019185 snRNA-activating protein complex	NA	NA	NA	NA	0	NA
GO0019773 proteasome core complex, alpha-subunit complex	NA	NA	NA	NA	0	NA
GO0019774 proteasome core complex, beta-subunit complex	NA	NA	NA	NA	0	NA
GO0019814 immunoglobulin complex	NA	NA	NA	NA	3	NA
GO0019815 B cell receptor complex	NA	NA	NA	NA	0	NA
GO0019867 outer membrane	NA	NA	NA	NA	8	NA
GO0019897 extrinsic component of plasma membrane	NA	NA	NA	NA	1	NA
GO0019898 extrinsic component of membrane	NA	NA	NA	NA	2	NA
GO0019907 cyclin-dependent protein kinase activating kinase holoenzyme complex	NA	NA	NA	NA	0	NA
GO0019908 nuclear cyclin-dependent protein kinase holoenzyme complex	NA	NA	NA	NA	0	NA
GO0020016 ciliary pocket	NA	NA	NA	NA	1	NA
GO0020018 ciliary pocket membrane	NA	NA	NA	NA	1	NA
GO0022624 proteasome accessory complex	NA	NA	NA	NA	0	NA
GO0022625 cytosolic large ribosomal subunit	NA	NA	NA	NA	1	NA
GO0022626 cytosolic ribosome	NA	NA	NA	NA	2	NA
GO0022627 cytosolic small ribosomal subunit	NA	NA	NA	NA	0	NA
GO0030008 TRAPP complex	NA	NA	NA	NA	0	NA
GO0030014 CCR4-NOT complex	NA	NA	NA	NA	0	NA
GO0030015 CCR4-NOT core complex	NA	NA	NA	NA	0	NA
GO0030016 myofibril	NA	NA	NA	NA	2	NA
GO0030017 sarcomere	NA	NA	NA	NA	2	NA
GO0030018 Z disc	NA	NA	NA	NA	2	NA
GO0030027 lamellipodium	NA	NA	NA	NA	4	NA
GO0030055 cell-substrate junction	NA	NA	NA	NA	8	NA
GO0030056 hemidesmosome	NA	NA	NA	NA	0	NA
GO0030057 desmosome	NA	NA	NA	NA	0	NA
GO0030061 mitochondrial crista	NA	NA	NA	NA	0	NA
GO0030062 mitochondrial tricarboxylic acid cycle enzyme complex	NA	NA	NA	NA	0	NA
GO0030112 glycocalyx	NA	NA	NA	NA	0	NA
GO0030117 membrane coat	NA	NA	NA	NA	2	NA
GO0030118 clathrin coat	NA	NA	NA	NA	2	NA
GO0030119 AP-type membrane coat adaptor complex	NA	NA	NA	NA	1	NA
GO0030120 vesicle coat	NA	NA	NA	NA	2	NA
GO0030121 AP-1 adaptor complex	NA	NA	NA	NA	1	NA
GO0030122 AP-2 adaptor complex	NA	NA	NA	NA	0	NA
GO0030123 AP-3 adaptor complex	NA	NA	NA	NA	0	NA
GO0030124 AP-4 adaptor complex	NA	NA	NA	NA	0	NA
GO0030125 clathrin vesicle coat	NA	NA	NA	NA	2	NA
GO0030126 COPI vesicle coat	NA	NA	NA	NA	0	NA
GO0030127 COPII vesicle coat	NA	NA	NA	NA	0	NA
GO0030128 clathrin coat of endocytic vesicle	NA	NA	NA	NA	0	NA
GO0030130 clathrin coat of trans-Golgi network vesicle	NA	NA	NA	NA	2	NA
GO0030131 clathrin adaptor complex	NA	NA	NA	NA	1	NA
GO0030132 clathrin coat of coated pit	NA	NA	NA	NA	0	NA
GO0030133 transport vesicle	NA	NA	NA	NA	9	NA
GO0030134 COPII-coated ER to Golgi transport vesicle	NA	NA	NA	NA	1	NA
GO0030135 coated vesicle	NA	NA	NA	NA	5	NA
GO0030136 clathrin-coated vesicle	NA	NA	NA	NA	3	NA
GO0030137 COPI-coated vesicle	NA	NA	NA	NA	1	NA
GO0030139 endocytic vesicle	NA	NA	NA	NA	5	NA
GO0030140 trans-Golgi network transport vesicle	NA	NA	NA	NA	2	NA
GO0030142 COPI-coated Golgi to ER transport vesicle	NA	NA	NA	NA	0	NA
GO0030175 filopodium	NA	NA	NA	NA	0	NA
GO0030286 dynein complex	NA	NA	NA	NA	0	NA
GO0030289 protein phosphatase 4 complex	NA	NA	NA	NA	0	NA
GO0030312 external encapsulating structure	NA	NA	NA	NA	8	NA
GO0030314 junctional membrane complex	NA	NA	NA	NA	0	NA
GO0030315 T-tubule	NA	NA	NA	NA	0	NA
GO0030424 axon	NA	NA	NA	NA	8	NA
GO0030425 dendrite	NA	NA	NA	NA	9	NA
GO0030426 growth cone	NA	NA	NA	NA	3	NA
GO0030427 site of polarized growth	NA	NA	NA	NA	3	NA
GO0030478 actin cap	NA	NA	NA	NA	0	NA
GO0030485 smooth muscle contractile fiber	NA	NA	NA	NA	0	NA
GO0030496 midbody	NA	NA	NA	NA	4	NA
GO0030526 granulocyte macrophage colony-stimulating factor receptor complex	NA	NA	NA	NA	1	NA
GO0030532 small nuclear ribonucleoprotein complex	NA	NA	NA	NA	2	NA
GO0030658 transport vesicle membrane	NA	NA	NA	NA	6	NA
GO0030660 Golgi-associated vesicle membrane	NA	NA	NA	NA	4	NA
GO0030662 coated vesicle membrane	NA	NA	NA	NA	5	NA
GO0030663 COPI-coated vesicle membrane	NA	NA	NA	NA	1	NA
GO0030665 clathrin-coated vesicle membrane	NA	NA	NA	NA	3	NA
GO0030666 endocytic vesicle membrane	NA	NA	NA	NA	3	NA
GO0030667 secretory granule membrane	NA	NA	NA	NA	3	NA
GO0030669 clathrin-coated endocytic vesicle membrane	NA	NA	NA	NA	0	NA
GO0030670 phagocytic vesicle membrane	NA	NA	NA	NA	1	NA
GO0030672 synaptic vesicle membrane	NA	NA	NA	NA	3	NA
GO0030673 axolemma	NA	NA	NA	NA	0	NA
GO0030677 ribonuclease P complex	NA	NA	NA	NA	0	NA
GO0030678 mitochondrial ribonuclease P complex	NA	NA	NA	NA	0	NA
GO0030681 multimeric ribonuclease P complex	NA	NA	NA	NA	0	NA
GO0030684 preribosome	NA	NA	NA	NA	1	NA
GO0030686 90S preribosome	NA	NA	NA	NA	1	NA
GO0030687 preribosome, large subunit precursor	NA	NA	NA	NA	1	NA
GO0030688 preribosome, small subunit precursor	NA	NA	NA	NA	0	NA
GO0030689 Noc complex	NA	NA	NA	NA	0	NA
GO0030690 Noc1p-Noc2p complex	NA	NA	NA	NA	0	NA
GO0030691 Noc2p-Noc3p complex	NA	NA	NA	NA	0	NA
GO0030692 Noc4p-Nop14p complex	NA	NA	NA	NA	0	NA
GO0030849 autosome	NA	NA	NA	NA	0	NA
GO0030863 cortical cytoskeleton	NA	NA	NA	NA	2	NA
GO0030864 cortical actin cytoskeleton	NA	NA	NA	NA	2	NA
GO0030867 rough endoplasmic reticulum membrane	NA	NA	NA	NA	0	NA
GO0030868 smooth endoplasmic reticulum membrane	NA	NA	NA	NA	0	NA
GO0030870 Mre11 complex	NA	NA	NA	NA	0	NA
GO0030874 nucleolar chromatin	NA	NA	NA	NA	0	NA
GO0030877 beta-catenin destruction complex	NA	NA	NA	NA	0	NA
GO0030880 RNA polymerase complex	NA	NA	NA	NA	2	NA
GO0030891 VCB complex	NA	NA	NA	NA	0	NA
GO0030892 mitotic cohesin complex	NA	NA	NA	NA	0	NA
GO0030893 meiotic cohesin complex	NA	NA	NA	NA	0	NA
GO0030894 replisome	NA	NA	NA	NA	0	NA
GO0030895 apolipoprotein B mRNA editing enzyme complex	NA	NA	NA	NA	1	NA
GO0030896 checkpoint clamp complex	NA	NA	NA	NA	0	NA
GO0030897 HOPS complex	NA	NA	NA	NA	0	NA
GO0030904 retromer complex	NA	NA	NA	NA	0	NA
GO0030905 retromer, tubulation complex	NA	NA	NA	NA	0	NA
GO0030906 retromer, cargo-selective complex	NA	NA	NA	NA	0	NA
GO0030915 Smc5-Smc6 complex	NA	NA	NA	NA	0	NA
GO0030934 anchoring collagen complex	NA	NA	NA	NA	0	NA
GO0030935 sheet-forming collagen trimer	NA	NA	NA	NA	0	NA
GO0030936 transmembrane collagen trimer	NA	NA	NA	NA	0	NA
GO0030956 glutamyl-tRNA(Gln) amidotransferase complex	NA	NA	NA	NA	0	NA
GO0030964 NADH dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0030981 cortical microtubule cytoskeleton	NA	NA	NA	NA	0	NA
GO0030990 intraciliary transport particle	NA	NA	NA	NA	0	NA
GO0030991 intraciliary transport particle A	NA	NA	NA	NA	0	NA
GO0030992 intraciliary transport particle B	NA	NA	NA	NA	0	NA
GO0031004 potassium ion-transporting ATPase complex	NA	NA	NA	NA	0	NA
GO0031010 ISWI-type complex	NA	NA	NA	NA	2	NA
GO0031011 Ino80 complex	NA	NA	NA	NA	0	NA
GO0031012 extracellular matrix	NA	NA	NA	NA	8	NA
GO0031021 interphase microtubule organizing center	NA	NA	NA	NA	0	NA
GO0031045 dense core granule	NA	NA	NA	NA	0	NA
GO0031074 nucleocytoplasmic transport complex	NA	NA	NA	NA	0	NA
GO0031080 nuclear pore outer ring	NA	NA	NA	NA	0	NA
GO0031082 BLOC complex	NA	NA	NA	NA	0	NA
GO0031083 BLOC-1 complex	NA	NA	NA	NA	0	NA
GO0031084 BLOC-2 complex	NA	NA	NA	NA	0	NA
GO0031085 BLOC-3 complex	NA	NA	NA	NA	0	NA
GO0031088 platelet dense granule membrane	NA	NA	NA	NA	0	NA
GO0031089 platelet dense granule lumen	NA	NA	NA	NA	1	NA
GO0031091 platelet alpha granule	NA	NA	NA	NA	0	NA
GO0031092 platelet alpha granule membrane	NA	NA	NA	NA	0	NA
GO0031093 platelet alpha granule lumen	NA	NA	NA	NA	0	NA
GO0031094 platelet dense tubular network	NA	NA	NA	NA	0	NA
GO0031095 platelet dense tubular network membrane	NA	NA	NA	NA	0	NA
GO0031105 septin complex	NA	NA	NA	NA	2	NA
GO0031143 pseudopodium	NA	NA	NA	NA	2	NA
GO0031201 SNARE complex	NA	NA	NA	NA	1	NA
GO0031205 endoplasmic reticulum Sec complex	NA	NA	NA	NA	0	NA
GO0031207 Sec62/Sec63 complex	NA	NA	NA	NA	0	NA
GO0031209 SCAR complex	NA	NA	NA	NA	0	NA
GO0031211 endoplasmic reticulum palmitoyltransferase complex	NA	NA	NA	NA	0	NA
GO0031213 RSF complex	NA	NA	NA	NA	0	NA
GO0031232 extrinsic component of external side of plasma membrane	NA	NA	NA	NA	0	NA
GO0031234 extrinsic component of cytoplasmic side of plasma membrane	NA	NA	NA	NA	1	NA
GO0031248 protein acetyltransferase complex	NA	NA	NA	NA	1	NA
GO0031251 PAN complex	NA	NA	NA	NA	0	NA
GO0031252 cell leading edge	NA	NA	NA	NA	8	NA
GO0031253 cell projection membrane	NA	NA	NA	NA	7	NA
GO0031254 cell trailing edge	NA	NA	NA	NA	1	NA
GO0031256 leading edge membrane	NA	NA	NA	NA	3	NA
GO0031257 cell trailing edge membrane	NA	NA	NA	NA	0	NA
GO0031258 lamellipodium membrane	NA	NA	NA	NA	1	NA
GO0031259 uropod membrane	NA	NA	NA	NA	0	NA
GO0031260 pseudopodium membrane	NA	NA	NA	NA	0	NA
GO0031261 DNA replication preinitiation complex	NA	NA	NA	NA	2	NA
GO0031262 Ndc80 complex	NA	NA	NA	NA	0	NA
GO0031264 death-inducing signaling complex	NA	NA	NA	NA	0	NA
GO0031265 CD95 death-inducing signaling complex	NA	NA	NA	NA	0	NA
GO0031298 replication fork protection complex	NA	NA	NA	NA	0	NA
GO0031312 extrinsic component of organelle membrane	NA	NA	NA	NA	1	NA
GO0031313 extrinsic component of endosome membrane	NA	NA	NA	NA	0	NA
GO0031314 extrinsic component of mitochondrial inner membrane	NA	NA	NA	NA	0	NA
GO0031332 RNAi effector complex	NA	NA	NA	NA	1	NA
GO0031371 ubiquitin conjugating enzyme complex	NA	NA	NA	NA	0	NA
GO0031372 UBC13-MMS2 complex	NA	NA	NA	NA	0	NA
GO0031379 RNA-directed RNA polymerase complex	NA	NA	NA	NA	0	NA
GO0031380 nuclear RNA-directed RNA polymerase complex	NA	NA	NA	NA	0	NA
GO0031389 Rad17 RFC-like complex	NA	NA	NA	NA	0	NA
GO0031390 Ctf18 RFC-like complex	NA	NA	NA	NA	0	NA
GO0031391 Elg1 RFC-like complex	NA	NA	NA	NA	0	NA
GO0031414 N-terminal protein acetyltransferase complex	NA	NA	NA	NA	0	NA
GO0031415 NatA complex	NA	NA	NA	NA	0	NA
GO0031416 NatB complex	NA	NA	NA	NA	0	NA
GO0031417 NatC complex	NA	NA	NA	NA	0	NA
GO0031422 RecQ family helicase-topoisomerase III complex	NA	NA	NA	NA	0	NA
GO0031428 box C/D RNP complex	NA	NA	NA	NA	0	NA
GO0031429 box H/ACA snoRNP complex	NA	NA	NA	NA	0	NA
GO0031430 M band	NA	NA	NA	NA	0	NA
GO0031431 Dbf4-dependent protein kinase complex	NA	NA	NA	NA	0	NA
GO0031436 BRCA1-BARD1 complex	NA	NA	NA	NA	0	NA
GO0031461 cullin-RING ubiquitin ligase complex	NA	NA	NA	NA	5	NA
GO0031462 Cul2-RING ubiquitin ligase complex	NA	NA	NA	NA	1	NA
GO0031463 Cul3-RING ubiquitin ligase complex	NA	NA	NA	NA	3	NA
GO0031464 Cul4A-RING E3 ubiquitin ligase complex	NA	NA	NA	NA	0	NA
GO0031465 Cul4B-RING E3 ubiquitin ligase complex	NA	NA	NA	NA	0	NA
GO0031466 Cul5-RING ubiquitin ligase complex	NA	NA	NA	NA	0	NA
GO0031467 Cul7-RING ubiquitin ligase complex	NA	NA	NA	NA	0	NA
GO0031475 myosin V complex	NA	NA	NA	NA	0	NA
GO0031477 myosin VII complex	NA	NA	NA	NA	0	NA
GO0031499 TRAMP complex	NA	NA	NA	NA	0	NA
GO0031501 mannosyltransferase complex	NA	NA	NA	NA	0	NA
